class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
"ligase,_forming_carbon-nitrogen_bonds_GO:0016879"	111	91	2.342264215	0.26961	1.647149026	0.53278	0.573312976	0.124435934	0.009678487	0.018145162	0.03078118	0.068458762	0.164682243	0.170476978	0.220723891	0.266776495	0.199596838	0.142494795
"ligase,_forming_carbon-oxygen_bonds_GO:0016875"	88	79	2.001569088	0.38383	1.690410709	0.51307	0.519891611	0.38760848	0.066295164	0.037453962	0.07713685	0.138141324	0.107129219	0.212607308	0.272173518	0.343032715	0.371236962	0.34956537
"ligase,_forming_carbon-sulfur_bonds_GO:0016877"	8	7	5.363333299	0.00636	6.688246139	0.00715	0.811298968	0.093161913	0.097187738	0.028136939	0.019667639	0.003283145	6.85E-04	1.45E-04	0.014322743	0.114864695	0.077054005	0.94078607
"ligase,_forming_phosphoric_ester_bonds_GO:0016886"	96	85	1.995183547	0.38614	1.449400025	0.62158	0.516012236	0.409122378	0.078652967	0.036818355	0.077803075	0.127783782	0.134485608	0.201153652	0.265763635	0.330203833	0.371954676	0.357026158
light_response_GO:0009416	4	4	1.909440063	0.41932	2.786967543	0.19987	0.608658948	0.38834508	0.311773529	0.273412745	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lipase_GO:0016298	52	46	2.264982826	0.29294	1.470090825	0.60889	0.541428195	0.339936882	0.11272976	0.127049677	0.144693756	0.186251349	0.118980697	0.043170246	0.030450008	0.15431369	0.319608426	0.270878474
lipid_binding_GO:0008289	95	80	2.251628059	0.29737	1.599113807	0.55335	0.547643318	0.219123344	0.072531766	0.068449548	0.0804998	0.06229092	0.055088519	0.047268937	0.11310666	0.252150128	0.384718727	0.496239148
lipid_biosynthesis_GO:0008610	37	31	2.304125719	0.28086	1.243198192	0.7066	0.5065004	0.461574799	0.141380706	0.133557958	0.185728414	0.19500699	0.203488614	0.120838777	0.160785721	0.091271286	0.04580245	0.02700414
lipid_catabolism_GO:0016042	47	40	1.816855475	0.45698	0.995399649	0.82287	0.446193677	0.716719418	0.045164539	0.046665164	0.122332825	0.183268501	0.241555967	0.277202051	0.208946656	0.357393679	0.298350158	0.248078716
lipid_particle_GO:0005811	15	10	2.369605732	0.26255	1.185765992	0.7359	0.518380401	0.478222088	0.227404233	0.266496678	0.172408133	0.209026165	0.124371819	0.067331543	0.028196181	0.831086475	0.887898911	0.916479896
lipid_transport_GO:0006869	42	35	2.138967463	0.33481	1.376417258	0.65001	0.513410691	0.480688138	0.130918865	0.1417264	0.158156868	0.214265003	0.221347293	0.145306084	0.18367849	0.342944271	0.276941923	0.226644779
lipid_transporter_GO:0005319	72	56	1.982739527	0.39073	1.138234107	0.75711	0.496801318	0.5118278	0.084683729	0.095599474	0.138464188	0.133107065	0.203322274	0.146507229	0.135936876	0.372297833	0.345664793	0.302445207
lipoate-protein_ligase_GO:0016979	6	4	1.225237124	0.73539	1.853957818	0.45248	0.378648095	0.590625683	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lipoprotein_binding_GO:0008034	7	7	0.959326457	0.85774	0.750626248	0.91256	0.382848181	0.729032326	0.228008245	0.075271593	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
lipoprotein_biosynthesis_GO:0042158	17	13	1.601204527	0.55247	1.444523801	0.62377	0.506728331	0.41374319	0.20705954	0.2096781	0.219115	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
lipoprotein_lipase_GO:0004465	4	4	5.363479246	0.00636	3.507326199	0.10193	0.683248915	0.296304542	0.311773529	0.273412745	0.129025391	0.305396706	0.226278927	0.162449802	0.103177133	0.069357918	0.045613147	0.033831599
lipoprotein_metabolism_GO:0042157	18	14	1.519156585	0.59016	1.444523801	0.62377	0.484286059	0.472682929	0.211267559	0.184416759	0.193807064	0.203908983	0.3595959	0.510231549	0.670892621	0.771751163	0.846625565	0.885032591
lipoxygenase_GO:0016165	7	6	1.380027998	0.65757	1.581812602	0.56136	0.458866104	0.58201125	0.287724492	0.29230361	0.400840106	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
locomotory_behavior_GO:0007626	10	9	0.908959136	0.87823	0.625527528	0.94866	0.338468552	0.813982434	0.034756868	0.258803668	0.170201816	0.359921705	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
long-chain_3-hydroxyacyl-CoA_dehydrogenase_GO:0016509	5	4	2.889863624	0.14791	4.852250537	0.03286	0.599523637	0.38370526	0.311773529	0.273412745	0.129025391	0.05500358	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
long-chain-fatty-acid-CoA-ligase_GO:0004467	6	5	4.74854085	0.01535	2.968269267	0.17065	0.747871186	0.191211611	0.219298011	0.140685123	0.176686362	0.081855304	0.039773461	0.019003414	0.125362954	0.08511861	0.056349454	0.957342207
low-density_lipoprotein_GO:0005322	6	4	1.614317857	0.54605	1.986433023	0.40703	0.443349011	0.534818049	0.363346095	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lung_development_GO:0030324	7	4	5.895665855	0.00297	6.971861725	0.00527	0.854860106	0.123006132	0.100271249	0.081392712	0.129025391	0.05500358	0.025665489	0.162449802	0.103177133	0.069357918	0.045613147	0.033831599
lyase_GO:0016829	110	94	2.504092419	0.22686	1.300412347	0.6805	0.532285846	0.386100992	0.068087858	0.058648999	0.038447129	0.010915298	0.001425004	0.002951418	0.003546593	0.001320864	7.07E-04	0.00755095
lymph_gland_development_GO:0007515	17	8	1.430437547	0.63315	0.994716934	0.82287	0.412463803	0.603225593	0.061875309	0.291254532	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
lymphocyte_antigen_GO:0005557	13	12	1.454125589	0.62126	0.96147998	0.83865	0.402915258	0.738849409	0.136540885	0.233385741	0.213371809	0.36965538	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
lymphocytic_blood_cell_differentiation_GO:0030098	8	6	1.547510469	0.577	1.56668323	0.56703	0.453015682	0.576200634	0.298042945	0.32660975	0.217751929	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
lysophospholipase_GO:0004622	5	5	1.62438942	0.54157	1.816507798	0.46598	0.539138825	0.471623422	0.3408378	0.315002784	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
lysosomal_cysteine-type_endopeptidase_GO:0004212	14	11	2.687152617	0.18722	0.801085986	0.89809	0.488517035	0.53856199	0.182239912	0.226334027	0.19477583	0.228097343	0.141332977	0.319382654	0.23260268	0.167701736	0.115514727	0.087599816
lysosomal_membrane_GO:0005765	6	5	2.485278997	0.23186	1.708430257	0.5061	0.544132192	0.444567024	0.3408378	0.315002784	0.176686362	0.340818231	0.262961928	0.193560545	0.867210343	0.911665109	0.942300871	0.957342207
lysosomal_transport_GO:0007041	5	4	0.893841828	0.88492	0.954412003	0.84162	0.299415099	0.700041832	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lysosome_GO:0005764	5	4	2.10807485	0.34487	1.520632746	0.58732	0.470061505	0.392460721	0.363346095	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lysosome_organization_and_biogenesis_GO:0007040	101	78	1.58423281	0.55922	1.981065362	0.40928	0.522179269	0.537503932	0.081823087	0.086005755	0.108931743	0.113576759	0.0854466	0.144230622	0.199966946	0.248615911	0.170547291	0.348148345
lysosphingolipid_and_lysophosphatidic_acid_receptor_GO:0001619	9	8	1.943854982	0.40539	1.451521574	0.62065	0.555155043	0.435773771	0.264348341	0.260293804	0.360648127	0.388016702	0.338068995	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
lytic_vacuole_GO:0000323	101	78	2.10807485	0.34487	1.520632746	0.58732	0.522179269	0.392460721	0.081823087	0.086005755	0.108931743	0.113576759	0.0854466	0.144230622	0.199966946	0.248615911	0.170547291	0.348148345
M_phase_GO:0000279	12	8	1.571093231	0.56586	1.30337786	0.67957	0.496214406	0.424939385	0.264348341	0.291254532	0.207232651	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
M_phase_of_mitotic_cell_cycle_GO:0000087	20	11	1.392018607	0.65231	1.30337786	0.67957	0.509453009	0.498569026	0.215736008	0.253265918	0.114800029	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
macrolide_binding_GO:0005527	8	6	1.719080497	0.49954	1.202532328	0.72548	0.487856856	0.492032292	0.298042945	0.29230361	0.400840106	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
magnesium_binding_GO:0000287	110	87	1.821775541	0.45529	1.175550307	0.74264	0.492193177	0.544128104	0.084342983	0.085964898	0.105676929	0.13023182	0.167085825	0.200880908	0.210360787	0.325656256	0.371764246	0.46657616
main_pathways_of_carbohydrate_metabolism_GO:0006092	62	54	3.410410164	0.08271	2.191559492	0.34342	0.661966261	0.030660344	1.90E-04	6.32E-04	0.001105778	2.18E-05	8.39E-04	1.39E-04	0.003127201	0.002539609	0.003270063	0.001091608
maintenance_of_fidelity_during_DNA_dependent_DNA_replication_GO:0045005	29	18	1.767043262	0.47789	1.68557109	0.51668	0.522596709	0.396408256	0.174498731	0.146720211	0.209742673	0.28053189	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
malate_dehydrogenase_GO:0016615	6	5	2.893152597	0.14724	1.214466023	0.72079	0.586394886	0.380593203	0.219298011	0.315002784	0.406617398	0.340818231	0.262961928	0.193560545	0.125362954	0.08511861	0.942300871	0.957342207
male_gonad_development_GO:0008584	11	10	1.862734267	0.43765	1.551028084	0.57377	0.493458846	0.538322189	0.243953754	0.266496678	0.172408133	0.386545575	0.36522222	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
male_meiosis_GO:0007140	7	4	1.802656401	0.46306	1.495147615	0.59761	0.465991317	0.544841523	0.363346095	0.407966121	0.395968463	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
malic_enzyme_GO:0004470	6	5	2.893152597	0.14724	1.214466023	0.72079	0.586394886	0.380593203	0.219298011	0.315002784	0.406617398	0.340818231	0.262961928	0.193560545	0.125362954	0.08511861	0.942300871	0.957342207
manganese_binding_GO:0030145	49	38	2.164126929	0.32579	1.683746511	0.51821	0.554865457	0.270333624	0.042521092	0.070075372	0.164587311	0.196413222	0.179331668	0.30156167	0.372764411	0.352290444	0.290210755	0.239780434
mannosidase_GO:0015923	10	8	2.483669094	0.23223	2.490695975	0.26308	0.620882601	0.238982687	0.170058022	0.145307994	0.119173903	0.388016702	0.338068995	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
mannosyl-oligosaccharide_mannosidase_GO:0015924	7	5	2.187575958	0.31846	1.864716074	0.45007	0.598914486	0.281238584	0.219298011	0.315002784	0.176686362	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
MAP_kinase_GO:0004707	6	5	2.66715074	0.19111	1.647281717	0.53278	0.465299723	0.581140109	0.264739024	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
MAP_kinase_kinase_GO:0004708	17	9	2.034615658	0.37082	1.385504798	0.64828	0.406553772	0.577150444	0.104526568	0.14468651	0.33327751	0.38969625	0.353574361	0.28761675	0.201432543	0.142351207	0.89852464	0.924512343
MAP_kinase_kinase_kinase_GO:0004709	17	10	1.262613817	0.71699	0.8337745	0.88857	0.393000241	0.589960029	0.065246893	0.266496678	0.297605113	0.209026165	0.124371819	0.067331543	0.028196181	0.012969128	0.887898911	0.916479896
MAPKKK_cascade_GO:0000165	18	11	3.112676978	0.11511	2.829089089	0.19309	0.673506337	0.130538659	0.138763972	0.063157848	0.084570704	0.082137243	0.141332977	0.078450538	0.73084252	0.815840862	0.877397572	0.908516276
mediator_complex_GO:0000119	18	11	1.395579865	0.65126	0.96222835	0.83771	0.437932737	0.58986345	0.101039767	0.253265918	0.274828401	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
meiosis_GO:0007126	25	18	1.432214387	0.63206	1.132858385	0.75963	0.427176452	0.685939872	0.160868491	0.158091322	0.209742673	0.28053189	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
meiotic_chromosome_GO:0005711	4	4	0.837509836	0.90493	0.347664101	0.99157	0.666184274	0.792411369	0.100271249	0.273412745	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
meiotic_chromosome_segregation_GO:0045132	5	4	1.97063648	0.39503	2.546910336	0.25046	0.255637964	0.320762765	0.188107626	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
meiotic_recombination_GO:0007131	30	20	1.211126798	0.74241	1.013793261	0.81572	0.394514258	0.779727984	0.061757709	0.062832316	0.175702035	0.103062815	0.231852143	0.38226962	0.565288881	0.690548994	0.788250623	0.839846561
"melanin_biosynthesis,_from_tyrosine_GO:0006583"	9	5	4.7978728	0.01429	2.874857112	0.18608	0.6184055	0.232262356	0.219298011	0.315002784	0.406617398	0.340818231	0.262961928	0.193560545	0.125362954	0.08511861	0.056349454	0.041927396
melanin_metabolism_GO:0006582	12	6	4.178547433	0.03316	2.874857112	0.18608	0.588299156	0.267526075	0.148067816	0.32660975	0.400840106	0.365128917	0.293365414	0.221402821	0.146226035	0.100282062	0.066828237	0.049882021
melanocortin_receptor_GO:0004977	5	4	2.220470075	0.30739	2.312798711	0.30903	0.555475157	0.446578118	0.363346095	0.273412745	0.395968463	0.305396706	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
membrane_alanyl_aminopeptidase_GO:0004179	7	7	1.203449669	0.74613	0.875948564	0.87431	0.402581735	0.694359964	0.228008245	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
membrane_attack_complex_GO:0005579	7	7	1.66343364	0.52476	1.458222249	0.61597	0.488926805	0.542343933	0.293566908	0.235337624	0.250464626	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
membrane_coat_GO:0030117	18	17	1.749955028	0.4855	1.130843936	0.76023	0.507151333	0.501531867	0.184005283	0.184812997	0.246813351	0.296819274	0.372501088	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
membrane_fusion_GO:0006944	15	10	2.391744038	0.25656	3.563242793	0.09594	0.510185856	0.460878326	0.243953754	0.111634926	0.065491795	0.209026165	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
membrane_lipid_metabolism_GO:0006643	65	52	1.86260661	0.43765	1.085076725	0.78328	0.497564662	0.584615648	0.09045343	0.102044613	0.135053205	0.178713512	0.200658745	0.217330398	0.34218075	0.372242105	0.336538919	0.290730574
membrane_organization_and_biogenesis_GO:0016044	8	7	1.878113866	0.43138	1.841781693	0.4562	0.608482843	0.328994602	0.017849715	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
membrane-associated_protein_with_guanylate_kinase_activity_GO:0004384	11	7	1.791940054	0.46808	1.536119249	0.58206	0.492735639	0.405540627	0.293566908	0.316051075	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
mesoderm_determination_GO:0007500	11	8	1.606206324	0.54992	2.102588845	0.36974	0.486742881	0.519604909	0.264348341	0.260293804	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
mesoderm_development_GO:0007498	26	16	1.14793648	0.77295	0.918049115	0.8583	0.35522343	0.800491096	0.064854497	0.064873275	0.149400806	0.162436457	0.310667708	0.463423953	0.633672558	0.743681454	0.826706857	0.869710404
metabolism_of_energy_reserves_GO:0006112	39	31	2.503678353	0.22729	2.221038317	0.33505	0.584036844	0.222258118	0.037753135	0.003142229	0.088356469	0.065685795	0.043882543	0.25450113	0.371193243	0.327005072	0.257154787	0.207792417
"metabotropic_glutamate,_GABA-B-like_receptor_GO:0008067"	14	11	1.179452591	0.75798	0.899139255	0.86588	0.357524551	0.731567339	0.039194595	0.18882821	0.114800029	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
metal_ion_homeostasis_GO:0006875	48	39	3.102018814	0.11651	2.223124697	0.33474	0.589476528	0.187230316	0.080704981	0.001523973	0.009042941	0.004701161	0.012605001	0.025310013	0.018688925	0.028661277	0.066472953	0.040200534
metallocarboxypeptidase_GO:0004181	22	20	1.657925127	0.52741	0.948549943	0.84416	0.476649348	0.624070748	0.106140369	0.171052158	0.211901182	0.283891496	0.352012613	0.377035706	0.565288881	0.690548994	0.788250623	0.839846561
metalloendopeptidase_GO:0004222	86	72	1.628957574	0.53959	1.133580029	0.75963	0.456249324	0.762427258	0.093967313	0.074839995	0.121397459	0.147882741	0.176948954	0.19488199	0.127444365	0.262577562	0.42345907	0.53242144
metalloexopeptidase_GO:0008235	36	34	1.620502766	0.54336	1.01673722	0.81403	0.486532957	0.627339027	0.103761921	0.131043984	0.154000241	0.170874271	0.215029652	0.327074078	0.378876933	0.532595031	0.667082848	0.743071096
methionine_and_threonine_metabolism_GO:0018927	8	7	2.082390953	0.35392	1.024582255	0.81072	0.499095186	0.534164067	0.293566908	0.316051075	0.250464626	0.380302248	0.318190003	0.246213824	0.819150366	0.87854219	0.920155117	0.94078607
methionine_biosynthesis_GO:0009086	5	4	1.635419405	0.53696	1.366801307	0.65389	0.516853594	0.508130024	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
methionine_metabolism_GO:0006555	8	7	2.082390953	0.35392	1.024582255	0.81072	0.499095186	0.534164067	0.293566908	0.316051075	0.250464626	0.380302248	0.318190003	0.246213824	0.819150366	0.87854219	0.920155117	0.94078607
methyltransferase_GO:0008168	66	55	2.389722708	0.257	1.415424667	0.63598	0.567837089	0.210038454	0.009607109	0.014857945	0.003306727	0.064624455	0.203092893	0.223420814	0.132348283	0.187687381	0.110462882	0.070295274
MHC_class_I_receptor_GO:0030106	15	10	2.129837452	0.33818	2.238157676	0.33003	0.574185373	0.277272558	0.086505199	0.208351737	0.304173875	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
MHC_class_II_receptor_GO:0045012	20	13	0.827503257	0.90875	0.820389043	0.89174	0.317722119	0.861160323	0.002739505	0.008181437	0.077423744	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
MHC-interacting_protein_GO:0003822	14	11	1.646704817	0.53175	0.990716773	0.82411	0.445075986	0.618679671	0.182239912	0.253265918	0.274828401	0.379580663	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
microfibril_GO:0001527	51	35	1.862852428	0.43765	1.324821625	0.67027	0.491365625	0.540727874	0.134833382	0.143960266	0.161521902	0.153534976	0.133943786	0.145306084	0.373970152	0.522796623	0.659170222	0.736595531
microfilament_motor_GO:0000146	9	9	1.075970936	0.80642	0.751241543	0.91256	0.372645241	0.76341292	0.104526568	0.258803668	0.33327751	0.359921705	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
microsome_GO:0005792	110	87	1.375884086	0.66027	0.865427042	0.87796	0.389285379	0.953396416	9.17E-04	0.001587361	0.020307075	0.131469077	0.079843679	0.138332937	0.210360787	0.325656256	0.353712358	0.46657616
microspike_GO:0030028	10	8	1.534856364	0.58293	1.769304878	0.48542	0.490362572	0.543041883	0.264348341	0.291254532	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
