class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
O-acyltransferase(GO:0008374)	37	25	0.654539944	0.3857	0.515557792	0.69716	0.536035974	0.700088376	0.922452234	0.971612177	0.991401102
ocellus pigment biosynthesis(GO:0008055)	5	4	0.779022137	0.29527	0.911917093	0.39839	0.607861744	0.94461449	0.98718332	0.995408376	0.998620848
odorant binding(GO:0005549)	10	8	0.281666921	0.82291	0.284079347	0.90953	0.267289988	0.892272972	0.974525114	0.990835735	0.997242965
olfaction(GO:0007608)	9	6	0.664831877	0.37734	0.616109177	0.60711	0.529107225	0.918073823	0.980834526	0.993119687	0.997931748
oligosaccharide biosynthesis(GO:0009312)	5	5	0.355016603	0.73032	0.292017015	0.90215	0.352697573	0.931250379	0.984003986	0.994263439	0.998276259
oligosaccharide metabolism(GO:0009311)	9	9	0.473464998	0.57447	0.312619991	0.88553	0.422628867	0.879643561	0.971385102	0.989695533	0.996898693
oligosaccharyl transferase complex(GO:0008250)	8	4	0.637577777	0.40373	0.586440408	0.63408	0.477858293	0.94461449	0.98718332	0.995408376	0.998620848
oligosaccharyl transferase(GO:0004576)	20	11	0.783062272	0.28855	0.576602128	0.6429	0.564113566	0.85491425	0.965134321	0.98741867	0.996210385
O-linked glycosylation(GO:0006493)	10	8	0.619545533	0.42269	0.562734723	0.65095	0.499856157	0.892272972	0.974525114	0.990835735	0.997242965
O-methyltransferase(GO:0008171)	8	6	0.945003492	0.20197	1.143512183	0.28298	0.651346065	0.918073823	0.980834526	0.993119687	0.997931748
one-carbon compound metabolism(GO:0006730)	23	16	1.101186714	0.14175	0.566561412	0.65095	0.611394264	0.183020985	0.949676591	0.981747125	0.994491003
oogenesis(GO:0007292)	11	11	0.869313124	0.2417	0.628631008	0.5955	0.570685559	0.85491425	0.965134321	0.98741867	0.996210385
opioid receptor(GO:0004985)	6	6	0.509001279	0.53843	0.634854719	0.58591	0.448170732	0.918073823	0.980834526	0.993119687	0.997931748
organellar large ribosomal subunit(GO:0000315)	23	19	1.053951548	0.15838	0.69220669	0.53537	0.701990892	0.762705954	0.940516839	0.978358287	0.993460324
organellar ribosome(GO:0000313)	51	39	0.992740503	0.18098	0.701952971	0.52817	0.674777392	0.573115298	0.881593197	0.956033776	0.986607322
organellar small ribosomal subunit(GO:0000314)	25	17	0.961360091	0.1932	0.703479599	0.52817	0.642667895	0.784788813	0.946613824	0.98061634	0.994147364
organic acid metabolism(GO:0006082)	14	11	0.738437412	0.32322	0.430705699	0.77592	0.513463169	0.85491425	0.965134321	0.98741867	0.996210385
organic anion transport(GO:0015711)	20	16	0.860710092	0.2417	0.536183131	0.67962	0.525685326	0.796066886	0.949676591	0.981747125	0.994491003
organic anion transporter(GO:0008514)	25	21	0.606494766	0.43212	0.351578509	0.84964	0.448931768	0.741239564	0.93445773	0.976104915	0.9927736
organic cation porter(GO:0008513)	11	10	1.012889657	0.17304	0.766055066	0.48635	0.615976059	0.867191477	0.968254847	0.988556511	0.996554499
organic cation transporter(GO:0015101)	14	13	1.028130196	0.16955	0.718498484	0.52133	0.628740977	0.830874657	0.958922335	0.985146523	0.995522395
origin recognition complex(GO:0005664)	10	6	0.714625744	0.33733	0.83995186	0.44317	0.523258935	0.918073823	0.980834526	0.993119687	0.997931748
osmotic response(GO:0006970)	14	5	1.024448095	0.16955	0.748910773	0.50022	0.753203727	0.931250379	0.984003986	0.994263439	0.998276259
ossification(GO:0001503)	41	28	0.834427394	0.25852	0.577206684	0.6429	0.560495963	0.270233782	0.91354586	0.968254847	0.990372559
other carbon-nitrogen ligase(GO:0016883)	15	12	1.223367897	0.10774	0.939003921	0.38474	0.71242037	0.145257676	0.037329933	0.986282008	0.99586635
other collagen(GO:0016341)	15	11	1.187826185	0.11798	0.693225533	0.53537	0.637786871	0.009617114	0.965134321	0.98741867	0.996210385
other isomerase(GO:0016873)	7	7	0.750004371	0.30872	0.859768586	0.43069	0.570261518	0.905082213	0.977674912	0.991977119	0.997587317
outer membrane(GO:0019867)	51	39	0.745343821	0.3159	0.474591057	0.73561	0.534763	0.573115298	0.881593197	0.956033776	0.986607322
oxidative phosphorylation(GO:0006119)	33	24	0.549912478	0.49338	0.504387679	0.70846	0.499639728	0.710158645	0.925439588	0.972733613	0.991744108
oxidative stress response(GO:0006979)	18	14	0.506043268	0.53843	0.365934548	0.84094	0.396632559	0.81910752	0.955830818	0.984012215	0.995178518
"oxidoreductase, acting on CH-OH group of donors(GO:0016614)"	81	69	0.77470822	0.29527	0.538415943	0.67962	0.557303397	0.371967222	0.799831675	0.923405968	0.976387024
"oxidoreductase, acting on diphenols and related substances as donors(GO:0016679)"	9	8	0.543895652	0.49338	0.633345481	0.58591	0.511205409	0.892272972	0.974525114	0.990835735	0.997242965
"oxidoreductase, acting on diphenols and related substances as donors, cytochrome as acceptor(GO:0016681)"	8	7	0.619616758	0.42269	0.633345481	0.58591	0.583247037	0.905082213	0.977674912	0.991977119	0.997587317
"oxidoreductase, acting on heme group of donors(GO:0016675)"	26	19	0.624731815	0.41264	0.452462191	0.75799	0.515363764	0.762705954	0.940516839	0.978358287	0.993460324
"oxidoreductase, acting on heme group of donors, oxygen as acceptor(GO:0016676)"	26	19	0.624731815	0.41264	0.452462191	0.75799	0.515363764	0.762705954	0.940516839	0.978358287	0.993460324
"oxidoreductase, acting on NADH or NADPH(GO:0016651)"	71	51	0.805136606	0.27595	0.50641145	0.70846	0.542631809	0.355152733	0.847965153	0.942860181	0.982510688
"oxidoreductase, acting on NADH or NADPH, disulfide as acceptor(GO:0016654)"	6	4	0.85967206	0.2472	1.272402711	0.23651	0.590004601	0.94461449	0.98718332	0.995408376	0.998620848
"oxidoreductase, acting on NADH or NADPH, NAD or NADP as acceptor(GO:0016652)"	10	6	0.648779997	0.39468	0.326081005	0.8775	0.428133149	0.918073823	0.980834526	0.993119687	0.997931748
"oxidoreductase, acting on NADH or NADPH, other acceptor(GO:0016659)"	41	29	0.7372506	0.32322	0.50641145	0.70846	0.526238957	0.66120422	0.910595539	0.96713806	0.99002987
"oxidoreductase, acting on NADH or NADPH, quinone or similar compound as acceptor(GO:0016655)"	53	39	0.822776736	0.26413	0.520594583	0.68753	0.555213043	0.322037494	0.881593197	0.956033776	0.986607322
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705)"	6	5	0.785037348	0.28855	0.786716055	0.4725	0.694604854	0.931250379	0.984003986	0.994263439	0.998276259
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(GO:0016706)"	14	8	0.536126783	0.50472	0.481865905	0.72676	0.443138665	0.892272972	0.974525114	0.990835735	0.997242965
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, miscellaneous(GO:0016718)"	11	7	0.845586194	0.25256	0.482717648	0.72676	0.513075924	0.905082213	0.977674912	0.991977119	0.997587317
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen(GO:0016709)"	8	6	1.017948974	0.17304	1.104452046	0.30186	0.619861175	0.918073823	0.980834526	0.993119687	0.997931748
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen(GO:0016712)"	29	24	0.510193359	0.52683	0.534632766	0.67962	0.476606333	0.710158645	0.925439588	0.972733613	0.991744108
"oxidoreductase, acting on peroxide as acceptor(GO:0016684)"	31	24	0.601621132	0.43212	0.365934548	0.84094	0.47541023	0.710158645	0.925439588	0.972733613	0.991744108
"oxidoreductase, acting on single donors with incorporation of molecular oxygen(GO:0016701)"	89	68	0.70230377	0.34467	0.527148806	0.68753	0.509079136	0.378234609	0.802435172	0.924477204	0.976726558
"oxidoreductase, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702)"	23	16	0.582031871	0.4515	0.375955232	0.83153	0.437449608	0.796066886	0.949676591	0.981747125	0.994491003
"oxidoreductase, acting on the aldehyde or oxo group of donors(GO:0016903)"	36	23	0.664465647	0.37734	0.347827176	0.8605	0.464909159	0.720372573	0.92843627	0.973856214	0.992087193
"oxidoreductase, acting on the aldehyde or oxo group of donors, disulfide as acceptor(GO:0016624)"	6	6	0.752989269	0.30872	0.347827176	0.8605	0.467748121	0.918073823	0.980834526	0.993119687	0.997931748
"oxidoreductase, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor(GO:0016620)"	29	16	0.564710871	0.47259	0.612768213	0.60711	0.434577286	0.796066886	0.949676591	0.981747125	0.994491003
"oxidoreductase, acting on the CH-CH group of donors(GO:0016627)"	25	18	0.663274492	0.37734	0.599607087	0.62611	0.498054275	0.773669239	0.943560583	0.979486728	0.993803804
"oxidoreductase, acting on the CH-CH group of donors, other acceptors(GO:0016637)"	16	11	0.597676232	0.4412	0.487395174	0.72676	0.440459621	0.85491425	0.965134321	0.98741867	0.996210385
"oxidoreductase, acting on the CH-CH group of donors, oxygen as acceptor(GO:0016634)"	8	4	0.730229153	0.32322	0.63714823	0.58591	0.533327582	0.94461449	0.98718332	0.995408376	0.998620848
"oxidoreductase, acting on the CH-NH group of donors(GO:0016645)"	15	12	0.501662564	0.53843	0.352409714	0.84964	0.464981963	0.842809444	0.962023493	0.986282008	0.99586635
"oxidoreductase, acting on the CH-NH group of donors, NAD or NADP as acceptor(GO:0016646)"	9	6	0.34810398	0.74443	0.350711884	0.84964	0.365700261	0.918073823	0.980834526	0.993119687	0.997931748
"oxidoreductase, acting on the CH-NH2 group of donors(GO:0016638)"	19	13	0.600516923	0.43212	0.34400631	0.8605	0.43251406	0.830874657	0.958922335	0.985146523	0.995522395
"oxidoreductase, acting on the CH-NH2 group of donors, oxygen as acceptor(GO:0016641)"	12	7	0.431285823	0.62422	0.287695514	0.90953	0.338724789	0.905082213	0.977674912	0.991977119	0.997587317
"oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	78	66	0.773724755	0.29527	0.545876515	0.67003	0.564307931	0.371319105	0.807666705	0.926623033	0.977405862
oxidoreduction coenzyme metabolism(GO:0006733)	12	11	0.795638186	0.28231	0.641018774	0.57875	0.628860261	0.85491425	0.965134321	0.98741867	0.996210385
oxo-acid-lyase(GO:0016833)	5	5	0.370306042	0.70393	0.194217859	0.96389	0.363418843	0.931250379	0.984003986	0.994263439	0.998276259
oxygen and radical metabolism(GO:0006800)	67	46	0.681589712	0.36029	0.408263314	0.80514	0.496585358	0.518481762	0.861823734	0.948329193	0.984216238
oxygen binding(GO:0019825)	34	23	0.659166184	0.3857	0.52504257	0.68753	0.549409848	0.720372573	0.92843627	0.973856214	0.992087193
oxygen transport(GO:0015671)	8	4	0.523100301	0.51567	0.513087955	0.69716	0.418018173	0.94461449	0.98718332	0.995408376	0.998620848
oxygen transporter(GO:0005344)	8	4	0.523100301	0.51567	0.513087955	0.69716	0.418018173	0.94461449	0.98718332	0.995408376	0.998620848
oxysterol binding(GO:0008142)	5	4	0.490181	0.55061	0.584737775	0.63408	0.473401196	0.94461449	0.98718332	0.995408376	0.998620848
palmitoyltransferase(GO:0016409)	4	4	0.515643018	0.52683	0.374743126	0.83153	0.476247987	0.94461449	0.98718332	0.995408376	0.998620848
pancreatic ribonuclease(GO:0004522)	4	4	0.559308256	0.48229	0.3488713	0.8605	0.441712675	0.94461449	0.98718332	0.995408376	0.998620848
"passive proton transport, down the electrochemical gradient(GO:0015981)"	6	4	0.384644435	0.69111	0.406823628	0.80514	0.403899241	0.94461449	0.98718332	0.995408376	0.998620848
pathogenesis(GO:0009405)	67	50	0.640567082	0.39468	0.455103864	0.75799	0.47370259	0.489615947	0.850719564	0.943951707	0.98285164
pattern specification(GO:0007389)	30	27	0.610460208	0.42269	0.424340001	0.78572	0.473447037	0.680370826	0.916505398	0.969372795	0.990715328
pentose-phosphate shunt(GO:0006098)	8	7	0.657767063	0.3857	0.506265984	0.70846	0.532702139	0.905082213	0.977674912	0.991977119	0.997587317
peptide hormone(GO:0005180)	46	35	0.823789725	0.26413	0.499757348	0.71782	0.550004123	0.30588103	0.893085618	0.960461645	0.987975393
peptide metabolism(GO:0006518)	5	4	1.560823251	0.05152	1.691663998	0.13723	0.827035887	0.94461449	0.98718332	0.995408376	0.998620848
"peptide receptor, G-protein coupled(GO:0008528)"	38	35	0.56648325	0.47259	0.315916218	0.88553	0.403110107	0.30588103	0.893085618	0.960461645	0.987975393
peptidyl-amino acid modification(GO:0018193)	18	14	0.577876206	0.46239	0.541650769	0.67003	0.555775811	0.81910752	0.955830818	0.984012215	0.995178518
peptidyl-prolyl cis-trans isomerase(GO:0003755)	25	19	1.003156671	0.17682	0.639853606	0.58591	0.656102753	0.208302421	0.940516839	0.978358287	0.993460324
peptidyl-tyrosine modification(GO:0018212)	7	6	0.57313557	0.46239	0.541650769	0.67003	0.563928517	0.918073823	0.980834526	0.993119687	0.997931748
peptidyl-tyrosine phosphorylation(GO:0018108)	5	4	0.438717226	0.62422	0.513037075	0.69716	0.470583161	0.94461449	0.98718332	0.995408376	0.998620848
perception of biotic stimulus(GO:0009595)	7	5	0.532584497	0.50472	0.319113581	0.88553	0.456091108	0.931250379	0.984003986	0.994263439	0.998276259
perception of chemical substance(GO:0009593)	18	12	0.708674217	0.34467	0.616109177	0.60711	0.576991711	0.842809444	0.962023493	0.986282008	0.99586635
perception of light(GO:0009583)	97	73	0.727637471	0.33041	0.497357152	0.71782	0.519226524	0.352032023	0.789498902	0.919132184	0.975029674
perception of pest/pathogen/parasite(GO:0009596)	7	5	0.532584497	0.50472	0.319113581	0.88553	0.456091108	0.931250379	0.984003986	0.994263439	0.998276259
perception of sound(GO:0009592)	37	28	0.635972159	0.40373	0.513558469	0.69716	0.488029329	0.670719619	0.91354586	0.968254847	0.990372559
perinuclear space(GO:0005653)	11	6	0.482209446	0.56274	0.4322416	0.77592	0.439235312	0.918073823	0.980834526	0.993119687	0.997931748
peripheral nervous system development(GO:0007422)	35	25	0.74550705	0.3159	0.429144294	0.78572	0.535053615	0.700088376	0.922452234	0.971612177	0.991401102
permease(GO:0015646)	19	13	0.940017224	0.20197	0.680005432	0.54359	0.578592622	0.155152234	0.958922335	0.985146523	0.995522395
peroxidase reaction(GO:0006804)	25	20	0.775317936	0.29527	0.633688106	0.58591	0.557150265	0.751896778	0.937482564	0.977231016	0.993116922
peroxidase(GO:0004601)	31	24	0.601621132	0.43212	0.365934548	0.84094	0.47541023	0.710158645	0.925439588	0.972733613	0.991744108
peroxisomal membrane(GO:0005778)	22	16	0.704919146	0.34467	0.453911609	0.75799	0.478144437	0.183020985	0.949676591	0.981747125	0.994491003
peroxisome organization and biogenesis(GO:0007031)	23	17	0.626004778	0.41264	0.453911609	0.75799	0.516476145	0.784788813	0.946613824	0.98061634	0.994147364
peroxisome targeting sequence binding(GO:0000268)	5	4	0.529771158	0.51567	0.501233332	0.70846	0.50805153	0.94461449	0.98718332	0.995408376	0.998620848
peroxisome(GO:0005777)	80	61	0.635798368	0.40373	0.365934548	0.84094	0.45849443	0.368495118	0.820889829	0.932007232	0.979105501
pH regulation(GO:0006885)	7	6	0.964141665	0.1932	0.569476685	0.65095	0.602220433	0.918073823	0.980834526	0.993119687	0.997931748
phagocytosis(GO:0006909)	7	6	0.926880013	0.21077	1.001060538	0.35138	0.705821445	0.918073823	0.980834526	0.993119687	0.997931748
phenylalanine catabolism(GO:0006559)	8	8	0.91860158	0.21597	0.911917093	0.39839	0.632710012	0.892272972	0.974525114	0.990835735	0.997242965
phenylalanine metabolism(GO:0006558)	10	10	0.809806528	0.27595	0.562734723	0.65095	0.587753223	0.867191477	0.968254847	0.988556511	0.996554499
pheromone binding(GO:0005550)	9	7	0.243496904	0.87135	0.045192311	0.99938	0.22254549	0.905082213	0.977674912	0.991977119	0.997587317
phorbol ester receptor(GO:0001565)	16	12	0.677101889	0.36856	0.581791545	0.63408	0.473712488	0.842809444	0.962023493	0.986282008	0.99586635
phosphatase inhibitor(GO:0019212)	13	8	0.570863407	0.46239	0.572239703	0.6429	0.492937284	0.892272972	0.974525114	0.990835735	0.997242965
phosphatase regulator(GO:0019208)	33	24	0.592626035	0.4412	0.52700965	0.68753	0.539798055	0.710158645	0.925439588	0.972733613	0.991744108
phosphate transport(GO:0006817)	6	5	0.544990344	0.49338	0.42578463	0.78572	0.475186932	0.931250379	0.984003986	0.994263439	0.998276259
phosphatidylcholine-sterol O-acyltransferase(GO:0004607)	24	15	0.709161103	0.34467	0.556751098	0.66075	0.58448309	0.807505697	0.952748913	0.982879083	0.994834721
phosphatidylinositol 3-kinase(GO:0016303)	9	7	0.650216193	0.3857	0.638063564	0.58591	0.479198514	0.905082213	0.977674912	0.991977119	0.997587317
"phosphatidylinositol 3-kinase, class II(GO:0016305)"	6	4	0.683709889	0.36029	0.638063564	0.58591	0.453588682	0.94461449	0.98718332	0.995408376	0.998620848
phosphatidylinositol binding(GO:0005545)	22	19	1.029539999	0.16955	0.961014437	0.3719	0.703240126	0.762705954	0.940516839	0.978358287	0.993460324
phosphatidylinositol biosynthesis(GO:0006661)	8	4	0.732488429	0.32322	0.638063564	0.58591	0.587445365	0.94461449	0.98718332	0.995408376	0.998620848
phosphatidylinositol phosphate kinase(GO:0016307)	10	6	0.719235926	0.33733	0.37665042	0.83153	0.47566728	0.918073823	0.980834526	0.993119687	0.997931748
phosphatidylinositol transporter(GO:0008526)	8	7	0.969900851	0.1932	0.961014437	0.3719	0.649588244	0.905082213	0.977674912	0.991977119	0.997587317
phosphoenolpyruvate-dependent sugar phosphotransferase system(GO:0009401)	9	7	0.687637869	0.36029	0.635413362	0.58591	0.542005687	0.905082213	0.977674912	0.991977119	0.997587317
phosphofructokinase(GO:0008443)	8	6	0.928596153	0.21077	0.943949339	0.37913	0.701066114	0.918073823	0.980834526	0.993119687	0.997931748
phosphogen metabolism(GO:0006599)	7	4	1.416324242	0.07146	0.683833686	0.54359	0.684466299	0.054217257	0.98718332	0.995408376	0.998620848
phosphoinositide metabolism(GO:0030384)	8	4	0.732488429	0.32322	0.638063564	0.58591	0.587445365	0.94461449	0.98718332	0.995408376	0.998620848
phospholipase A2(GO:0004623)	15	11	0.762938922	0.30207	0.324511285	0.8775	0.416013479	0.135049501	0.965134321	0.98741867	0.996210385
phospholipase C activation(GO:0007202)	5	5	0.450228218	0.59923	0.503622561	0.70846	0.472403083	0.931250379	0.984003986	0.994263439	0.998276259
phospholipase C(GO:0004629)	8	6	0.852910498	0.2472	1.313857284	0.22641	0.573458353	0.918073823	0.980834526	0.993119687	0.997931748
phospholipase D(GO:0004630)	9	6	0.690326688	0.35255	0.667115355	0.56241	0.508398527	0.918073823	0.980834526	0.993119687	0.997931748
phospholipase inhibitor(GO:0004859)	13	11	0.579794687	0.46239	0.360157555	0.84094	0.489822828	0.85491425	0.965134321	0.98741867	0.996210385
phospholipase(GO:0004620)	39	25	0.779031113	0.29527	0.437789243	0.77592	0.496105154	0.251756725	0.922452234	0.971612177	0.991401102
phospholipid binding(GO:0005543)	54	45	0.920230785	0.21077	0.635197224	0.58591	0.605883637	0.341246998	0.864621539	0.949426415	0.984557584
phospholipid biosynthesis(GO:0008654)	7	6	0.687100724	0.36029	0.563677107	0.65095	0.524850437	0.918073823	0.980834526	0.993119687	0.997931748
phospholipid metabolism(GO:0006644)	60	47	0.756994474	0.30872	0.467322043	0.74743	0.539020209	0.346433549	0.859034661	0.947233112	0.98387497
