class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6	log-7	log-8
nuclear division(GO:0000280)	127	86	3.215070504	0.29738	2.16234192	0.66812	0.574966349	0.049562483	0.023440715	0.03103662	0.097327682	0.101699267	0.182990619
nuclear inner membrane(GO:0005637)	6	4	1.645330852	0.62273	1.88558586	0.71304	0.404617144	0.40397385	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
"nuclear inner membrane, integral protein(GO:0005639)"	5	4	3.151518791	0.30745	5.158015195	0.26908	0.573230195	0.281506813	0.182480293	0.105386691	0.648012787	0.752941299	0.846088534
nuclear localization sequence binding(GO:0008139)	12	10	3.198022967	0.30055	3.681252355	0.44117	0.577228916	0.04643646	0.229686715	0.337242032	0.387485706	0.491798765	0.658373848
nuclear matrix(GO:0016363)	11	10	3.960321705	0.19265	2.306091107	0.64097	0.557963855	0.215546951	0.229686715	0.283341161	0.199699769	0.119624654	0.281179636
nuclear membrane(GO:0005635)	19	18	3.179202702	0.30405	2.680752323	0.5816	0.607164871	0.09877191	0.056231538	0.170742741	0.285352303	0.278573745	0.471074674
nuclear mitotic chromosome(GO:0000230)	7	5	1.903212297	0.56024	0.737249991	0.92439	0.380758579	0.344771205	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
nuclear pore(GO:0005643)	38	32	3.282141618	0.28585	2.641300098	0.59004	0.547947119	0.028436385	0.045633174	0.032133376	0.026944487	0.277421563	0.359077284
nuclear RNA-nucleus export(GO:0006405)	14	10	2.874070089	0.35693	1.158245214	0.84988	0.370240964	0.102219785	0.226844391	0.337242032	0.387485706	0.361916059	0.281179636
nuclear ubiquitin ligase complex(GO:0000152)	16	14	4.181002322	0.16841	4.696803943	0.31879	0.696626601	0.076676771	0.016775838	0.041227129	0.261828441	0.182266233	0.556928008
nuclease(GO:0004518)	96	68	3.126193868	0.31255	2.090476063	0.6801	0.545541488	0.102740316	0.116007121	0.092657082	0.070867767	0.180635922	0.228149826
nucleobase metabolism(GO:0009112)	15	13	2.260226365	0.47869	1.577965282	0.77052	0.468566025	0.201103679	0.254848143	0.20114524	0.363823576	0.397418995	0.580725359
nucleobase transporter(GO:0015205)	8	7	1.935632228	0.55327	1.527397116	0.77993	0.490648819	0.224968422	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
"nucleobase, nucleoside, nucleotide and nucleic acid transport(GO:0015931)"	9	8	3.13217467	0.3107	2.970157817	0.53927	0.646079258	0.265378933	0.307303762	0.379933254	0.385053587	0.566840302	0.71580696
"nucleobase, nucleoside, nucleotide and nucleic acid transporter(GO:0015932)"	13	12	2.397877036	0.45089	2.180223845	0.66531	0.543243352	0.226594925	0.261249781	0.287348042	0.374315198	0.426676519	0.605536445
"nucleobase, nucleoside, nucleotide kinase(GO:0019205)"	49	34	3.14492825	0.30902	1.908185372	0.70933	0.541701021	0.128914453	0.096203809	0.07943999	0.184310637	0.223951445	0.350909713
nucleocapsid(GO:0019013)	81	61	3.645880465	0.23339	2.618119845	0.59621	0.61398401	0.012453222	0.011173121	0.040862058	0.011727138	0.066716608	0.261166039
nucleocytoplasmic transport(GO:0006913)	84	67	3.185497373	0.30246	1.775117467	0.73401	0.530664644	0.033048127	0.07717926	0.088898695	0.101664288	0.193776927	0.245471504
nucleocytoplasmic transporter(GO:0005487)	5	5	3.988789388	0.19047	6.113509275	0.18792	0.574039735	0.148785806	0.068398986	0.027596443	0.008716008	0.257900072	0.811454522
nucleolus(GO:0005730)	72	56	3.200030262	0.29891	2.273625748	0.64636	0.558986552	0.072103199	0.028686626	0.04326458	0.031696585	0.154852872	0.095622385
nucleoplasm(GO:0005654)	81	57	3.882817861	0.20272	2.602084312	0.59782	0.587990332	0.027392496	0.010606052	0.001318543	0.002879691	0.053611163	0.006137064
nucleoside catabolism(GO:0009164)	5	5	4.589181609	0.13023	4.279840697	0.36457	0.793473811	0.034527854	0.068398986	0.148048042	0.333134433	0.257900072	0.811454522
nucleoside diphosphatase(GO:0017110)	5	5	2.873399371	0.35693	1.75291832	0.73696	0.544130042	0.344771205	0.405945729	0.396759683	0.333134433	0.257900072	0.173170059
nucleoside kinase(GO:0019206)	9	7	4.03046518	0.18495	1.958342673	0.70265	0.604738391	0.242883739	0.143855083	0.068636051	0.375498315	0.313358572	0.223048828
nucleoside metabolism(GO:0009116)	18	17	4.11705956	0.17601	3.740585322	0.43246	0.663408544	0.037258167	0.016048897	0.028434807	0.06475581	0.020716454	0.35695436
nucleoside monophosphate biosynthesis(GO:0009124)	7	5	2.60343896	0.40824	1.838673932	0.72344	0.505165563	0.344771205	0.405945729	0.396759683	0.5813859	0.701361285	0.811454522
nucleoside monophosphate metabolism(GO:0009123)	7	5	2.60343896	0.40824	1.838673932	0.72344	0.505165563	0.344771205	0.405945729	0.396759683	0.5813859	0.701361285	0.811454522
nucleoside phosphate metabolism(GO:0006753)	24	20	2.758447151	0.37892	1.462335768	0.79252	0.482961399	0.175821762	0.141946419	0.192050894	0.285275738	0.248821657	0.433233142
nucleoside transport(GO:0015858)	4	4	2.734226518	0.38292	2.180223845	0.66531	0.571725259	0.40397385	0.419050518	0.376626963	0.297009483	0.752941299	0.846088534
nucleoside transporter(GO:0005337)	4	4	2.734226518	0.38292	2.180223845	0.66531	0.571725259	0.40397385	0.419050518	0.376626963	0.297009483	0.752941299	0.846088534
nucleoside triphosphate biosynthesis(GO:0009142)	8	4	2.564529365	0.41635	2.466257802	0.61811	0.539910908	0.40397385	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
nucleoside triphosphate metabolism(GO:0009141)	8	4	2.564529365	0.41635	2.466257802	0.61811	0.539910908	0.40397385	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
nucleoside-diphosphate kinase(GO:0004550)	11	7	2.236111661	0.48506	1.908185372	0.70933	0.522461761	0.224968422	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
nucleosome assembly chaperone(GO:0003762)	6	5	2.726136676	0.38488	0.585256386	0.9477	0.416905479	0.320392215	0.405945729	0.396759683	0.5813859	0.701361285	0.811454522
nucleosome assembly(GO:0006334)	56	43	3.151904122	0.30745	2.177993078	0.66719	0.549576489	0.028163597	0.143903221	0.164553418	0.200932143	0.232739746	0.159269992
nucleosome remodeling complex(GO:0005679)	5	4	1.517700852	0.65407	2.012655554	0.69443	0.37051529	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
nucleosome(GO:0005718)	73	58	3.205842049	0.29891	2.036843775	0.69046	0.54335835	0.065152289	0.12176469	0.116143421	0.168015177	0.161236288	0.05720006
nucleotide biosynthesis(GO:0009165)	40	32	2.835018354	0.36412	1.958342673	0.70265	0.533439539	0.1507499	0.152585845	0.111233017	0.192947001	0.242980199	0.359077284
nucleotide excision repair complex(GO:0000109)	19	13	3.282790853	0.28585	1.888791272	0.71304	0.54656456	0.195385706	0.254848143	0.293962103	0.363823576	0.38034782	0.322544117
nucleotide kinase(GO:0019201)	29	20	3.153076131	0.30745	1.86546591	0.71713	0.526182147	0.132662053	0.082336432	0.114592932	0.261847466	0.241651673	0.433233142
nucleotide metabolism(GO:0009117)	91	73	3.263849487	0.28912	2.21319394	0.65848	0.574058583	0.033486626	0.00706253	0.008265967	0.057677119	0.152088968	0.229789428
nucleotide receptor(GO:0016502)	4	4	1.846813256	0.57451	2.304450908	0.64097	0.509601493	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
nucleotide-excision repair(GO:0006289)	32	19	3.042236953	0.32669	2.090476063	0.6801	0.549714656	0.11653552	0.128180244	0.230742831	0.286153923	0.363200767	0.451759022
nucleotide-sugar metabolism(GO:0009225)	6	5	1.59398075	0.63437	0.340799026	0.98147	0.354244431	0.320392215	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
nucleotide-sugar transporter(GO:0005338)	8	7	2.491739692	0.4302	1.624297987	0.76234	0.501299014	0.224968422	0.341297905	0.394492294	0.375498315	0.313358572	0.746370111
nucleotidyltransferase(GO:0016779)	86	68	3.263393767	0.28912	2.146735082	0.67151	0.541171832	0.067791903	0.081381003	0.045398495	0.042623928	0.180635922	0.158032568
null(GO:0000157)	136	98	2.895066624	0.35346	1.544865707	0.77668	0.5110888	0.070945097	0.096758347	0.081224015	0.121641396	0.154533824	0.160910354
null(GO:0003710)	119	83	2.573711911	0.41433	1.35625263	0.81327	0.465376274	0.043899111	0.069175661	0.084633404	0.132794379	0.166061782	0.128413122
null(GO:0003751)	14	8	2.608432041	0.40824	1.382737483	0.80724	0.469088774	0.285579569	0.307303762	0.379933254	0.385053587	0.333625169	0.244505203
null(GO:0003752)	12	7	3.293919947	0.28431	1.903071052	0.70933	0.587911426	0.242883739	0.29738265	0.394492294	0.467959592	0.608543448	0.746370111
null(GO:0006485)	7	5	5.255492261	0.0822	4.637326988	0.3253	0.766574353	0.034527854	0.009916206	0.148048042	0.333134433	0.257900072	0.173170059
null(GO:0008032)	8	7	1.583431009	0.63695	0.920981645	0.89041	0.361728119	0.069104759	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
null(GO:0008357)	17	8	1.956544591	0.54825	0.952581041	0.88482	0.426719465	0.175512605	0.302253673	0.254209358	0.419827894	0.566840302	0.71580696
null(GO:0008577)	4	4	5.147370382	0.08861	5.400116928	0.24543	0.755267277	0.281506813	0.182480293	0.105386691	0.297009483	0.221464771	0.144430828
nutritional response pathway(GO:0007584)	13	10	2.188332102	0.49622	1.243938514	0.83426	0.414662651	0.102219785	0.226844391	0.180464481	0.33789298	0.491798765	0.658373848
O-acyltransferase(GO:0008374)	41	35	2.134590857	0.5071	1.645634135	0.75696	0.472769961	0.080887632	0.156332575	0.051691595	0.089764268	0.214715907	0.231033583
obsolete(GO:0008370)	95	79	2.675260692	0.39458	1.569983026	0.77323	0.492462118	0.087057559	0.106743395	0.099545331	0.147773846	0.178989607	0.184405778
ocellus pigment biosynthesis(GO:0008055)	4	4	1.932260815	0.55327	0.77296473	0.91777	0.409372743	0.40397385	0.419050518	0.376626963	0.648012787	0.752941299	0.846088534
olfaction(GO:0007608)	9	7	0.817861757	0.84536	0.651078409	0.93742	0.249049397	0.069104759	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
oligopeptide transport(GO:0006857)	6	4	5.387487181	0.07457	5.031984286	0.28344	0.745725981	0.087136606	0.03529256	0.105386691	0.297009483	0.221464771	0.144430828
oligopeptide transporter(GO:0015198)	6	4	5.387487181	0.07457	5.031984286	0.28344	0.745725981	0.087136606	0.03529256	0.105386691	0.297009483	0.221464771	0.144430828
oligosaccharide biosynthesis(GO:0009312)	8	7	2.516135344	0.42625	3.087891183	0.52403	0.508370469	0.11276898	0.341297905	0.394492294	0.467959592	0.608543448	0.746370111
oligosaccharide metabolism(GO:0009311)	12	11	2.442888714	0.44058	1.085856315	0.86436	0.454479729	0.150373863	0.280945411	0.291856568	0.382429718	0.370863671	0.631404317
oligosaccharyl transferase(GO:0004576)	14	7	2.992423021	0.33535	1.887951627	0.71304	0.546308563	0.313701777	0.29738265	0.394492294	0.375498315	0.608543448	0.746370111
O-linked glycosylation(GO:0006493)	8	7	2.586513357	0.41238	2.608648452	0.59782	0.547151632	0.313701777	0.16775483	0.301701015	0.467959592	0.608543448	0.746370111
O-methyltransferase(GO:0008171)	6	4	4.242532946	0.16216	1.544865707	0.77668	0.476312304	0.40397385	0.419050518	0.376626963	0.297009483	0.221464771	0.144430828
one-carbon compound metabolism(GO:0006730)	27	22	2.578584868	0.41433	1.871490879	0.71487	0.517467752	0.169789265	0.190838135	0.186457443	0.231804335	0.339892543	0.374915788
oogenesis(GO:0007292)	23	16	3.733999825	0.22185	1.69384743	0.74765	0.555906378	0.179816448	0.081202252	0.142939227	0.148499257	0.07142892	0.51221098
opioid receptor(GO:0004985)	10	8	1.768883982	0.5937	1.224381543	0.83754	0.437755962	0.285579569	0.302253673	0.254209358	0.419827894	0.566840302	0.71580696
organellar large ribosomal subunit(GO:0000315)	6	6	1.945250054	0.55071	2.088955909	0.68128	0.488619942	0.282459155	0.216511673	0.358057057	0.521602209	0.653308958	0.778234229
organic acid metabolism(GO:0006082)	10	8	2.433599813	0.4426	2.337354533	0.63529	0.525761865	0.175512605	0.302253673	0.379933254	0.385053587	0.333625169	0.71580696
organic anion transport(GO:0015711)	28	22	2.0363729	0.52963	1.318212565	0.82029	0.438744954	0.169789265	0.071254877	0.023055305	0.091732235	0.209615788	0.398423208
organic anion transporter(GO:0008514)	36	28	2.170059752	0.49822	1.29013753	0.82419	0.442168041	0.154744991	0.115549906	0.043177566	0.047760462	0.136783532	0.30985584
organic cation porter(GO:0008513)	20	15	2.119948073	0.51158	1.340291874	0.81522	0.442435202	0.207955736	0.193360741	0.076598644	0.196310637	0.34477583	0.534103089
organic cation transport(GO:0015695)	4	4	1.424737439	0.67831	1.859523383	0.7195	0.397844931	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
organic cation transporter(GO:0015101)	32	24	1.794188588	0.58617	1.340291874	0.81522	0.404251147	0.096898292	0.109012912	0.016356744	0.073800887	0.181820448	0.36640266
origin recognition complex(GO:0005664)	6	6	5.50501017	0.06886	6.183096161	0.18199	0.836564708	0.013130978	0.023064583	0.006499535	0.015645786	0.288313959	0.199321761
osmotic response(GO:0006970)	12	5	2.026292094	0.53178	1.487669212	0.78921	0.45180012	0.148319631	0.279429595	0.424930531	0.5813859	0.701361285	0.811454522
ossification(GO:0001503)	35	24	3.117077705	0.31413	1.841702336	0.72124	0.526485437	0.170637294	0.166435718	0.212509612	0.268528804	0.27223665	0.18453776
other carbon-nitrogen ligase(GO:0016883)	16	13	2.447883177	0.44058	1.624479041	0.76234	0.497575583	0.23367431	0.239245702	0.293962103	0.363823576	0.397418995	0.580725359
other collagen(GO:0016341)	17	11	1.349186301	0.69932	0.664917078	0.93546	0.336283671	0.076744891	0.060436294	0.152046761	0.303126642	0.458083885	0.631404317
other isomerase(GO:0016873)	14	9	5.565242119	0.06564	1.280846064	0.82575	0.49113226	0.271820014	0.207435592	0.117045762	0.178032787	0.102715723	0.044928052
outer membrane(GO:0019867)	44	32	3.165396891	0.30563	2.492902107	0.61354	0.57355717	0.081232942	0.078741759	0.1912746	0.232296337	0.242980199	0.359077284
oxidative phosphorylation(GO:0006119)	5	5	1.720328214	0.6031	1.526247425	0.77993	0.425695364	0.344771205	0.405945729	0.424930531	0.5813859	0.701361285	0.811454522
oxidative stress response(GO:0006979)	25	19	3.507992057	0.25355	2.530348791	0.60726	0.563261368	0.066086174	0.069029773	0.101955573	0.277282666	0.363200767	0.366997395
"oxidoreductase, acting on CH-OH group of donors(GO:0016614)"	84	67	2.727395255	0.38488	2.003957023	0.69524	0.520226117	0.090233543	0.110094693	0.123533249	0.135613488	0.136324751	0.245471504
"oxidoreductase, acting on diphenols and related substances as donors(GO:0016679)"	6	6	1.409428072	0.68356	1.268718331	0.82958	0.359124117	0.282459155	0.377507532	0.358057057	0.521602209	0.653308958	0.778234229
"oxidoreductase, acting on diphenols and related substances as donors, cytochrome as acceptor(GO:0016681)"	6	6	1.409428072	0.68356	1.268718331	0.82958	0.359124117	0.282459155	0.377507532	0.358057057	0.521602209	0.653308958	0.778234229
"oxidoreductase, acting on heme group of donors(GO:0016675)"	19	16	1.916441811	0.55792	1.817325762	0.72593	0.459662105	0.057682764	0.078491443	0.193107999	0.323374146	0.378401345	0.51221098
"oxidoreductase, acting on heme group of donors, oxygen as acceptor(GO:0016676)"	19	16	1.916441811	0.55792	1.817325762	0.72593	0.459662105	0.057682764	0.078491443	0.193107999	0.323374146	0.378401345	0.51221098
"oxidoreductase, acting on NADH or NADPH(GO:0016651)"	42	39	2.670465983	0.39458	1.865249314	0.71713	0.520790901	0.131722529	0.13057101	0.153657728	0.206661085	0.180014295	0.326541324
"oxidoreductase, acting on NADH or NADPH, disulfide as acceptor(GO:0016654)"	4	4	2.448894486	0.44058	2.516193115	0.61073	0.529556947	0.40397385	0.419050518	0.376626963	0.648012787	0.752941299	0.846088534
"oxidoreductase, acting on NADH or NADPH, NAD or NADP as acceptor(GO:0016652)"	4	4	3.418856181	0.26668	5.536107011	0.2332	0.584095834	0.281506813	0.182480293	0.105386691	0.297009483	0.752941299	0.846088534
"oxidoreductase, acting on NADH or NADPH, other acceptor(GO:0016659)"	23	22	2.882751326	0.35524	2.514649159	0.61073	0.562774219	0.113433514	0.164177016	0.205967898	0.21324117	0.339892543	0.374915788
"oxidoreductase, acting on NADH or NADPH, quinone or similar compound as acceptor(GO:0016655)"	31	28	2.704827182	0.38871	2.003957023	0.69524	0.51611067	0.141026624	0.163964306	0.206520149	0.236751359	0.282503919	0.371374492
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705)"	12	6	1.518400529	0.65407	0.59266184	0.94613	0.258008189	0.101243105	0.216511673	0.358057057	0.521602209	0.653308958	0.778234229
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(GO:0016706)"	13	11	2.848295327	0.36234	1.499790978	0.78722	0.538914875	0.231306735	0.280945411	0.312594921	0.382429718	0.370863671	0.296664842
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, miscellaneous(GO:0016718)"	7	6	2.729774088	0.38488	1.630934501	0.75948	0.545540302	0.328165729	0.377507532	0.401240846	0.35870215	0.288313959	0.778234229
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen(GO:0016709)"	13	13	1.129602902	0.75856	0.570800223	0.94953	0.306069849	0.117938625	0.036267526	0.107924166	0.24394728	0.397418995	0.580725359
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen(GO:0016715)"	4	4	1.734754223	0.60083	2.29186986	0.6427	0.465657356	0.217273872	0.360618741	0.504282468	0.648012787	0.752941299	0.846088534
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen(GO:0016712)"	31	18	1.978891314	0.54377	0.674705254	0.93356	0.366022136	0.148312301	0.131038978	0.154212909	0.292810307	0.36938792	0.471074674
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen(GO:0016713)"	6	4	3.530816675	0.24918	3.909678448	0.41079	0.6273477	0.281506813	0.419050518	0.376626963	0.297009483	0.221464771	0.846088534
"oxidoreductase, acting on peroxide as acceptor(GO:0016684)"	36	30	2.778168976	0.37518	1.640551573	0.75696	0.49615942	0.154325326	0.170035679	0.19627929	0.236206957	0.280392028	0.365992115
"oxidoreductase, acting on single donors with incorporation of molecular oxygen(GO:0016701)"	92	71	2.14785373	0.505	1.465440877	0.79252	0.43843349	0.05408195	0.014851279	0.006104647	0.075434619	0.184898058	0.155383833
"oxidoreductase, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702)"	21	19	2.870000199	0.35693	2.481508433	0.61545	0.545290074	0.167348967	0.189310095	0.230742831	0.286153923	0.240378343	0.366997395
