GO:0000001	mitochondrion inheritance
GO:0045290	D-arabinose 1-dehydrogenase [NAD(P)]
GO:0045291	mRNA trans splicing
GO:0045292	mRNA cis splicing
GO:0045293	mRNA editing complex
GO:0045294	alpha-catenin binding
GO:0045295	gamma-catenin binding
GO:0045296	cadherin binding
GO:0045297	post-mating behavior
GO:0045298	tubulin
GO:0045299	otolith mineralization
GO:0004530	deoxyribonuclease I
GO:0045300	acyl-[acyl-carrier-protein] desaturase
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase
GO:0045302	chologlycine hydrolase
GO:0045303	diaminobutyrate-2-oxoglutarate transaminase
GO:0045304	regulation of establishment of competence for transformation
GO:0045305	regulator of establishment of competence for transformation
GO:0045306	inhibitor of the establishment of competence for transformation
GO:0045307	activator of the establishment of competence for transformation
GO:0045308	protein amino acid binding
GO:0045309	phosphoprotein amino acid binding
GO:0004531	deoxyribonuclease II
GO:0045310	phosphoserine/phosphothreonine binding
GO:0045311	filamentous growth in response to pheromones
GO:0045312	nor-spermidine biosynthesis
GO:0045313	rhabdomere membrane biogenesis
GO:0045314	regulation of photoreceptor development
GO:0045315	positive regulation of photoreceptor development
GO:0045316	negative regulation of photoreceptor development
GO:0045317	equator specification
GO:0045318	eye photoreceptor pigment granule morphogenesis
GO:0045319	SRP-independent, co-translational membrane targeting, translocation
GO:0004532	exoribonuclease
GO:0045320	hydrogen-translocating F-type ATPase complex (sensu Viridiplantae)
GO:0045321	cell activation
GO:0045322	unmethylated CpG binding
GO:0045323	interleukin-1 receptor complex
GO:0045324	late endosome to vacuole transport
GO:0045325	peptidyl-tryptophan hydroxylation
GO:0045326	DNA-protein covalent cross-linking via the 3' end to peptidyl-tyrosine
GO:0045327	DNA-protein covalent cross-linking via peptidyl-tyrosine
GO:0045328	cytochrome P450 4A1-heme linkage
GO:0004533	exoribonuclease H
GO:0004534	5'-3' exoribonuclease
GO:0004535	poly(A)-specific ribonuclease
GO:0004536	deoxyribonuclease
GO:0004537	caspase-activated deoxyribonuclease
GO:0004540	ribonuclease
GO:0004549	tRNA-specific ribonuclease
GO:0004550	nucleoside-diphosphate kinase
GO:0004551	nucleotide pyrophosphatase
GO:0004552	octanol dehydrogenase
GO:0004553	hydrolase, hydrolyzing O-glycosyl compounds
GO:0004555	alpha,alpha-trehalase
GO:0004556	alpha-amylase
GO:0004557	alpha-galactosidase
GO:0004558	alpha-glucosidase
GO:0004559	alpha-mannosidase
GO:0004560	alpha-L-fucosidase
GO:0004561	alpha-N-acetylglucosaminidase
GO:0004562	alpha-glucosidase II
GO:0004563	beta-N-acetylhexosaminidase
GO:0004564	beta-fructofuranosidase
GO:0004565	beta-galactosidase
GO:0004566	beta-glucuronidase
GO:0004567	beta-mannosidase
GO:0004568	chitinase
GO:0004569	glycoprotein endo-alpha-1,2 mannosidase
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase
GO:0004572	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase
GO:0004573	mannosyl-oligosaccharide glucosidase (processing A-glucosidase I)
GO:0004574	oligo-1,6-glucosidase
GO:0004575	sucrose-alpha-glucosidase
GO:0004576	oligosaccharyl transferase
GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase
GO:0004578	chitobiosyldiphosphodolichol alpha-mannosyltransferase
GO:0004579	dolichyl-diphospho-oligosaccharide-protein glycosyltransferase
GO:0004580	glycolipid mannosyl transferase
GO:0004581	dolichyl-phosphate beta-glucosyltransferase
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase
GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase
GO:0004584	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase
GO:0004585	ornithine carbamoyltransferase
GO:0004586	ornithine decarboxylase
GO:0004587	ornithine-oxo-acid aminotransferase
GO:0004588	orotate phosphoribosyltransferase
GO:0004589	orotate reductase (NADH)
GO:0004590	orotidine-5'-phosphate decarboxylase
GO:0004591	oxoglutarate dehydrogenase (lipoamide)
GO:0004592	pantoate-beta-alanine ligase
GO:0004593	pantothenase
GO:0004594	pantothenate kinase
GO:0004595	pantotheine-phosphate adenylyltransferase
GO:0004596	peptide alpha-N-acetyltransferase
GO:0004597	peptide-aspartate beta-dioxygenase
GO:0004598	peptidylamidoglycolate lyase
GO:0000046	autophagic vacuole fusion
GO:0004600	cyclophilin
GO:0004601	peroxidase
GO:0004602	glutathione peroxidase
GO:0004603	phenylethanolamine N-methyltransferase
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0004605	phosphatidate cytidylyltransferase
GO:0004607	phosphatidylcholine-sterol O-acyltransferase
GO:0004608	phosphatidylethanolamine N-methyltransferase
GO:0004609	phosphatidylserine decarboxylase
GO:0004610	phosphoacetylglucosamine mutase
GO:0004611	phosphoenolpyruvate carboxykinase
GO:0004612	phosphoenolpyruvate carboxykinase (ATP)
GO:0004613	phosphoenolpyruvate carboxykinase (GTP)
GO:0004614	phosphoglucomutase
GO:0004615	phosphomannomutase
GO:0004616	phosphogluconate dehydrogenase (decarboxylating)
GO:0004617	phosphoglycerate dehydrogenase
GO:0004618	phosphoglycerate kinase
GO:0004619	phosphoglycerate mutase
GO:0004620	phospholipase
GO:0004621	glycoprotein phospholipase D
GO:0004622	lysophospholipase
GO:0004623	phospholipase A2
GO:0004624	secreted phospholipase A2
GO:0004625	calcium-dependent secreted phospholipase A2
GO:0004626	cytosolic phospholipase A2
GO:0004627	calcium-dependent cytosolic phospholipase A2
GO:0004628	calcium-independent cytosolic phospholipase A2
GO:0004629	phospholipase C
GO:0004630	phospholipase D
GO:0004631	phosphomevalonate kinase
GO:0004632	phosphopantothenate-cysteine ligase
GO:0004633	phosphopantothenoylcysteine decarboxylase
GO:0004634	phosphopyruvate hydratase
GO:0004635	phosphoribosyl-AMP cyclohydrolase
GO:0004636	phosphoribosyl-ATP pyrophosphatase
GO:0004637	phosphoribosylamine-glycine ligase
GO:0004638	phosphoribosylaminoimidazole carboxylase
GO:0004639	phosphoribosylaminoimidazole-succinocarboxamide synthase
GO:0004640	phosphoribosylanthranilate isomerase
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase
GO:0004642	phosphoribosylformylglycinamidine synthase
GO:0004643	phosphoribosylaminoimidazole-carboxamide formyltransferase
GO:0004644	phosphoribosylglycinamide formyltransferase
GO:0004645	phosphorylase
GO:0004646	phosphoserine aminotransferase
GO:0004647	phosphoserine phosphatase
GO:0004648	phosphoserine transaminase
GO:0004649	poly(ADP-ribose) glycohydrolase
GO:0004650	polygalacturonase
GO:0004651	polynucleotide 5'-phosphatase
GO:0004652	polynucleotide adenylyltransferase
GO:0004653	polypeptide N-acetylgalactosaminyltransferase
GO:0004654	polyribonucleotide nucleotidyltransferase
GO:0004655	porphobilinogen synthase
GO:0004656	procollagen-proline,2-oxoglutarate-4-dioxygenase
GO:0004657	proline dehydrogenase
GO:0004658	propionyl-CoA carboxylase
GO:0004659	prenyltransferase
GO:0004660	protein farnesyltransferase
GO:0004661	protein geranylgeranyltransferase
GO:0004662	CAAX-protein geranylgeranyltransferase
GO:0004663	RAB-protein geranylgeranyltransferase
GO:0004664	prephenate dehydratase
GO:0004665	prephenate dehydrogenase (NADP+)
GO:0004666	prostaglandin-endoperoxide synthase
GO:0004667	prostaglandin-D synthase
GO:0004668	protein-arginine deiminase
GO:0004671	protein-S-isoprenylcysteine O-methyltransferase
GO:0004672	protein kinase
GO:0004673	protein histidine kinase
GO:0004674	protein serine/threonine kinase
GO:0004675	transmembrane receptor protein serine/threonine kinase
GO:0004676	3-phosphoinositide-dependent protein kinase
GO:0004677	DNA-dependent protein kinase
GO:0004678	G-protein-coupled receptor phosphorylating protein kinase
GO:0004679	SNF1A/AMP-activated protein kinase
GO:0004680	casein kinase
GO:0004681	casein kinase I
GO:0004682	casein kinase II
GO:0004683	calmodulin regulated protein kinase
GO:0004684	calmodulin-dependent protein kinase I
GO:0004685	calcium/calmodulin-dependent protein kinase
GO:0004686	eukaryotic elongation-factor-2 kinase
GO:0004687	myosin light chain kinase
GO:0004688	multifunctional calcium/calmodulin regulated protein kinase
GO:0004689	phosphorylase kinase
GO:0004690	cyclic-nucleotide dependent protein kinase
GO:0004691	cAMP-dependent protein kinase
GO:0004692	cGMP-dependent protein kinase
GO:0004693	cyclin-dependent protein kinase
GO:0004694	eukaryotic translation initiation factor 2alpha kinase
GO:0004695	galactosyltransferase-associated kinase
GO:0004696	glycogen synthase kinase 3
GO:0004697	protein kinase C
GO:0004698	calcium dependent protein kinase C
GO:0004699	calcium independent protein kinase C
GO:0000047	Rieske iron-sulfur protein
GO:0004700	atypical protein kinase C
GO:0004701	diacylglycerol-activated/phospholipid dependent protein kinase C
GO:0004702	receptor signaling protein serine/threonine kinase
GO:0004703	G-protein coupled receptor kinase
GO:0004704	NF-kappaB-inducing kinase
GO:0004705	JUN kinase
GO:0004706	JNK kinase kinase
GO:0004707	MAP kinase
GO:0004708	MAP kinase kinase
GO:0004709	MAP kinase kinase kinase
GO:0004710	MAP/ERK kinase kinase
GO:0004711	ribosomal protein S6 kinase
GO:0004712	protein threonine/tyrosine kinase
GO:0004713	protein tyrosine kinase
GO:0004714	transmembrane receptor protein tyrosine kinase
GO:0004715	non-membrane spanning protein tyrosine kinase
GO:0004716	receptor signaling protein tyrosine kinase
GO:0004717	focal adhesion kinase
GO:0004718	Janus kinase
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase
GO:0004720	protein-lysine 6-oxidase
GO:0004721	protein phosphatase
GO:0004722	protein serine/threonine phosphatase
GO:0004723	calcium-dependent protein serine/threonine phosphatase
GO:0004724	magnesium-dependent protein serine/threonine phosphatase
GO:0004725	protein tyrosine phosphatase
GO:0004726	non-membrane spanning protein tyrosine phosphatase
GO:0004727	prenylated protein tyrosine phosphatase
GO:0004728	receptor signaling protein tyrosine phosphatase
GO:0004729	protoporphyrinogen oxidase
GO:0004730	pseudouridylate synthase
GO:0004731	purine-nucleoside phosphorylase
GO:0004732	pyridoxal oxidase
GO:0004733	pyridoxamine-phosphate oxidase
GO:0004734	pyrimidodiazepine synthase
GO:0004735	pyrroline 5-carboxylate reductase
GO:0004736	pyruvate carboxylase
GO:0004737	pyruvate decarboxylase
GO:0004738	pyruvate dehydrogenase
GO:0004739	pyruvate dehydrogenase (lipoamide)
GO:0004740	pyruvate dehydrogenase (lipoamide) kinase
GO:0004741	pyruvate dehydrogenase (lipoamide) phosphatase
GO:0004742	dihydrolipoamide S-acetyltransferase
GO:0004743	pyruvate kinase
GO:0004744	retinal isomerase
GO:0004745	retinol dehydrogenase
GO:0004746	riboflavin synthase
GO:0004747	ribokinase
GO:0004748	ribonucleoside-diphosphate reductase
GO:0004749	ribose-phosphate pyrophosphokinase
GO:0004750	ribulose-phosphate 3-epimerase
GO:0004751	ribose-5-phosphate isomerase
GO:0004753	saccharopine dehydrogenase
GO:0004754	saccharopine dehydrogenase (NAD+, L-lysine forming)
GO:0004755	saccharopine dehydrogenase (NADP+, L-glutamate forming)
GO:0004756	selenide,water dikinase
GO:0004757	sepiapterin reductase
GO:0004758	serine C-palmitoyltransferase
GO:0004759	serine esterase
GO:0004760	serine-pyruvate aminotransferase
GO:0004761	serine-pyruvate aminotransferase, type 1
GO:0004762	serine-pyruvate aminotransferase, type 2A
GO:0004763	serine-pyruvate aminotransferase, type 2B
GO:0004764	shikimate 5-dehydrogenase
GO:0004765	shikimate kinase
GO:0004766	spermidine synthase
GO:0004767	sphingomyelin phosphodiesterase
GO:0004768	stearoyl-CoA desaturase
GO:0004769	steroid delta-isomerase
GO:0004770	sterol carrier protein X-related thiolase
GO:0004771	sterol esterase
GO:0004772	sterol O-acyltransferase
GO:0004773	steryl-sulfatase
GO:0004774	succinate-CoA ligase
GO:0004775	succinate-CoA ligase (ADP-forming)
GO:0004776	succinate-CoA ligase (GDP-forming)
GO:0004777	succinate-semialdehyde dehydrogenase
GO:0004778	succinyl-CoA hydrolase
GO:0004779	sulfate adenylyltransferase
GO:0004780	sulfate adenylyltransferase (ADP)
GO:0004781	sulfate adenylyltransferase (ATP)
GO:0004782	sulfinoalanine decarboxylase
GO:0004783	sulfite reductase (NADPH)
GO:0004784	superoxide dismutase
GO:0004785	copper, zinc superoxide dismutase
GO:0004786	Mn, Fe superoxide dismutase
GO:0004787	thiamin pyrophosphatase
GO:0004788	thiamin pyrophosphokinase
GO:0004789	thiamin-phosphate pyrophosphorylase
GO:0004790	thioether S-methyltransferase
GO:0004791	thioredoxin reductase (NADPH)
GO:0004792	thiosulfate sulfurtransferase
GO:0004793	threonine aldolase
GO:0004794	threonine dehydratase
GO:0004795	threonine synthase
GO:0004796	thromboxane-A synthase
GO:0004797	thymidine kinase
GO:0004798	thymidylate kinase
GO:0004799	thymidylate synthase
GO:0000048	peptidyltransferase
GO:0004800	thyroxine deiodinase
GO:0048001	erythrose-4-phosphate dehydrogenase
GO:0004801	transaldolase
GO:0004802	transketolase
GO:0004803	transposase
GO:0004804	P-element encoded transposase
GO:0004805	trehalose phosphatase
GO:0004806	triacylglycerol lipase
GO:0004807	triosephosphate isomerase
GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
GO:0004809	tRNA (guanine-N2-)-methyltransferase
GO:0004810	tRNA adenylyltransferase
GO:0004811	tRNA isopentenyltransferase
GO:0004812	tRNA ligase
GO:0004813	alanine-tRNA ligase
GO:0004814	arginine-tRNA ligase
GO:0004815	aspartate-tRNA ligase
GO:0004816	asparagine-tRNA ligase
GO:0004817	cysteine-tRNA ligase
GO:0004818	glutamate-tRNA ligase
GO:0004819	glutamine-tRNA ligase
GO:0004820	glycine-tRNA ligase
GO:0004821	histidine-tRNA ligase
GO:0004822	isoleucine-tRNA ligase
GO:0004823	leucine-tRNA ligase
GO:0004824	lysine-tRNA ligase
GO:0004825	methionine-tRNA ligase
GO:0004826	phenylalanine-tRNA ligase
GO:0004827	proline-tRNA ligase
GO:0004828	serine-tRNA ligase
GO:0004829	threonine-tRNA ligase
GO:0004830	tryptophan-tRNA ligase
GO:0004831	tyrosine-tRNA ligase
GO:0004832	valine-tRNA ligase
GO:0004833	tryptophan 2,3 dioxygenase
GO:0004834	tryptophan synthase
GO:0004835	tubulinyl-tyrosine ligase
GO:0004836	tyramine-beta hydroxylase
GO:0004837	tyrosine decarboxylase
GO:0004838	tyrosine aminotransferase
GO:0004839	ubiquitin activating enzyme
GO:0004840	ubiquitin conjugating enzyme
GO:0004842	ubiquitin-protein ligase
GO:0004843	ubiquitin-specific protease
GO:0004844	uracil DNA N-glycosylase
GO:0004845	uracil phosphoribosyltransferase
GO:0004846	urate oxidase
GO:0004847	urea carboxylase
GO:0004848	ureidoglycolate hydrolase
GO:0004849	uridine kinase
GO:0004850	uridine phosphorylase
GO:0004851	uroporphyrin-III C-methyltransferase
GO:0004852	uroporphyringonen-III synthase
GO:0004853	uroporphyrinogen decarboxylase
GO:0004854	xanthine dehydrogenase
GO:0004855	xanthine oxidase
GO:0004856	xylulokinase
GO:0004857	enzyme inhibitor
GO:0004858	dUTP pyrophosphatase inhibitor
GO:0004859	phospholipase inhibitor
GO:0004860	protein kinase inhibitor
GO:0004861	cyclin-dependent protein kinase inhibitor
GO:0004862	cAMP-dependent protein kinase inhibitor
GO:0004863	diacylglycerol-activated/phospholipid dependent protein kinase C inhibitor
GO:0004864	protein phosphatase inhibitor
GO:0004865	type 1 serine/threonine specific protein phosphatase inhibitor
GO:0004866	endopeptidase inhibitor
GO:0004867	serine protease inhibitor
GO:0004868	serpin
GO:0004869	cysteine protease inhibitor
GO:0004871	signal transducer
GO:0004872	receptor
GO:0004873	asialoglycoprotein receptor
GO:0004874	aryl hydrocarbon receptor
GO:0004875	complement receptor
GO:0004876	complement component C3a receptor
GO:0004877	complement component C3b receptor
GO:0004878	complement component C5 receptor
GO:0004879	ligand-dependent nuclear receptor
GO:0004880	juvenile hormone receptor
GO:0004882	androgen receptor
GO:0004883	glucocorticoid receptor
GO:0004884	ecdysteroid hormone receptor
GO:0004886	retinoid-X receptor
GO:0004887	thyroid hormone receptor
GO:0004888	transmembrane receptor
GO:0004889	nicotinic acetylcholine-activated cation-selective channel
GO:0004890	GABA-A receptor
GO:0004891	glycine-inhibited chloride channel
GO:0004892	B-cell receptor
GO:0004894	T-cell receptor
GO:0004895	cell adhesion receptor
GO:0004896	hematopoeitin/interferon-class (D200-domain) cytokine receptor
GO:0004897	ciliary neurotrophic factor receptor
GO:0004898	gp130
GO:0004899	leukemia inhibitory factor receptor beta-protein
GO:0000049	tRNA binding
GO:0004900	erythropoietin receptor
GO:0004901	granulocyte macrophage colony-stimulating factor receptor
GO:0004902	granulocyte colony-stimulating factor receptor
GO:0004903	growth hormone receptor
GO:0004904	interferon receptor
GO:0004905	interferon-alpha/beta receptor
GO:0004906	interferon-gamma receptor
GO:0004907	interleukin receptor
GO:0004908	interleukin-1 receptor
GO:0004909	interleukin-1, Type I, activating receptor
