class	size	virtual_size	pval (mean)	raw score (mean)	pval  (median)	virtual_size (median)	hyper pval	aroc rate	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
nucleoside diphosphatase(GO:0017110)	4	4	0.3373	0.864676492	0.2158	4	0.996993839	0.583320789	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
nucleoside kinase(GO:0019206)	10	8	0.1796	1.079691407	0.117	8	0.993994913	0.60963624	0.031246324	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
nucleoside metabolism(GO:0009116)	13	11	0.3373	0.493725029	0.5805	11	0.991750457	0.531837361	0.192163691	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
nucleoside phosphate metabolism(GO:0006753)	20	14	0.6829	0.32766196	0.8145	14	0.989510058	0.433805001	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
nucleoside-diphosphate kinase(GO:0004550)	9	6	0.3171	0.534913968	0.5201	6	0.995493473	0.557295588	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
nucleosome assembly(GO:0006334)	27	23	0.4197	0.521100336	0.5347	23	0.982813142	0.529549989	0.21502872	0.369402048	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
nucleosome remodeling complex(GO:0005679)	7	7	0.202	0.416438521	0.6845	7	0.994743967	0.474827883	0.248034262	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
nucleosome(GO:0005718)	30	27	0.3072	0.59820326	0.4436	27	0.979848399	0.549211145	0.193351414	0.375293471	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
nucleotide biosynthesis(GO:0009165)	17	14	0.5626	0.512698971	0.5534	14	0.989510058	0.496866318	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
nucleotide excision repair complex(GO:0000109)	12	9	0.223	0.837584964	0.2352	9	0.99324631	0.654397241	0.144230476	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
nucleotide kinase(GO:0019201)	21	18	0.5471	0.442962234	0.6454	18	0.986529159	0.481520591	0.116604034	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
nucleotide metabolism(GO:0009117)	63	51	0.4453	0.399048874	0.7111	51	0.962209824	0.489958263	0.145695792	0.274532331	0.66376366	0.883931833	0.962209824	0.984712455	0.984712455	0.992327366	0.992327366	0.992327366
nucleotide receptor(GO:0016502)	4	4	0.9494	0.169507567	0.9688	4	0.996993839	0.284585278	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
nucleotide transport(GO:0006862)	8	5	0.2498	0.609524146	0.4305	5	0.99624343	0.619030413	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
nucleotide-excision repair(GO:0006289)	21	16	0.4742	0.443649247	0.6454	16	0.988018709	0.537635726	0.172116354	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
nucleotide-sugar metabolism(GO:0009225)	5	4	0.0141	2.27047075	0.0021	4	0.996993839	0.801144061	0.126875647	0.007011393	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
nucleotide-sugar transporter(GO:0005338)	5	5	0.4866	0.398396257	0.7111	5	0.99624343	0.554260765	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
nucleotidyltransferase(GO:0016779)	73	60	0.5771	0.300986568	0.8398	60	0.955661234	0.434072162	0.134756567	0.113167753	0.617249454	0.86480905	0.955661234	0.982026877	0.982026877	0.990973371	0.990973371	0.990973371
null(GO:0000157)	76	57	0.6675	0.316808822	0.8269	57	0.957840123	0.425218965	0.02908251	0.126253856	0.632387252	0.871139791	0.957840123	0.982921662	0.982921662	0.991424703	0.991424703	0.991424703
null(GO:0003751)	11	9	0.7464	0.402414498	0.6953	9	0.99324631	0.4588062	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
null(GO:0003752)	8	7	0.6374	0.484762175	0.5932	7	0.994743967	0.501678141	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
null(GO:0005752)	9	8	0.4742	0.593630165	0.4436	8	0.993994913	0.653110408	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
null(GO:0009887)	50	42	0.3825	0.465669233	0.6204	42	0.968794265	0.526477056	0.161279621	0.256543156	0.713712059	0.903450489	0.968794265	0.9874017	0.9874017	0.99368136	0.99368136	0.99368136
null(GO:0030179)	5	5	0.1594	0.750972947	0.2886	5	0.99624343	0.737157483	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
nutritional response pathway(GO:0007584)	7	5	0.5309	0.466990978	0.6204	5	0.99624343	0.525052695	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
O-acyltransferase(GO:0008374)	29	21	0.5471	0.439913952	0.6565	21	0.984298203	0.500689923	0.22194492	0.467515394	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
ocellus pigment biosynthesis(GO:0008055)	4	4	0.8894	0.104571929	0.9919	4	0.996993839	0.262908325	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
olfaction(GO:0007608)	7	4	0.1666	0.660763274	0.3625	4	0.996993839	0.677442421	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
oligosaccharide biosynthesis(GO:0009312)	4	4	0.0728	1.595833626	0.0241	4	0.996993839	0.757865422	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
oligosaccharide metabolism(GO:0009311)	8	8	0.1872	0.572092136	0.4713	8	0.993994913	0.609447959	0.116745444	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
oligosaccharyl transferase complex(GO:0008250)	6	4	0.4453	0.732896356	0.3054	4	0.996993839	0.535526118	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
oligosaccharyl transferase(GO:0004576)	18	11	0.5015	0.521463084	0.5347	11	0.991750457	0.524604088	0.117713351	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
O-linked glycosylation(GO:0006493)	10	8	0.9209	0.27562308	0.8762	8	0.993994913	0.296561982	0.211059741	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
O-methyltransferase(GO:0008171)	8	6	0.3072	0.404107142	0.6953	6	0.995493473	0.50401546	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
one-carbon compound metabolism(GO:0006730)	16	12	0.5309	0.513088026	0.5534	12	0.991003207	0.522758101	0.295119693	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
oogenesis(GO:0007292)	10	10	0.7776	0.56828251	0.4832	10	0.992498158	0.388398373	0.143009978	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
organellar large ribosomal subunit(GO:0000315)	19	19	0.3373	0.619390837	0.4189	19	0.985785058	0.597235016	0.131633333	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
organellar ribosome(GO:0000313)	46	38	0.4453	0.512126634	0.5534	38	0.971732229	0.536903425	0.1641444	0.252177534	0.737078004	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
organellar small ribosomal subunit(GO:0000314)	25	17	0.6374	0.428806884	0.6697	17	0.987273709	0.448478396	0.133797983	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
organic acid metabolism(GO:0006082)	11	9	0.0431	0.541407471	0.509	9	0.99324631	0.575173245	0.144230476	0.035161044	0.002127957	0.021275619	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
organic anion transport(GO:0015711)	12	10	0.6989	0.14978889	0.9773	10	0.992498158	0.379177339	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
organic anion transporter(GO:0008514)	18	16	0.4866	0.379374728	0.7412	16	0.988018709	0.445275976	0.172116354	0.330853721	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
organic cation porter(GO:0008513)	7	6	0.8767	0.114882008	0.9884	6	0.995493473	0.264744265	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
organic cation transporter(GO:0015101)	9	8	0.6829	0.226484159	0.9238	8	0.993994913	0.366979214	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
origin recognition complex(GO:0005664)	7	5	0.2878	0.361101601	0.7555	5	0.99624343	0.551430292	0.406058683	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
osmotic response(GO:0006970)	13	5	0.8523	0.308150106	0.8398	5	0.99624343	0.38870822	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
ossification(GO:0001503)	27	17	0.2311	0.591615859	0.4436	17	0.987273709	0.624691687	0.044197805	0.339073921	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
other carbon-nitrogen ligase(GO:0016883)	14	12	0.5309	0.454000544	0.6329	12	0.991003207	0.501745793	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
other collagen(GO:0016341)	9	7	0.2498	0.790833633	0.2544	7	0.994743967	0.610585198	0.088589064	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
other isomerase(GO:0016873)	6	6	0.137	0.345419204	0.7868	6	0.995493473	0.455453496	0.215134072	0.177926571	0.045998039	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
outer membrane(GO:0019867)	41	32	0.5309	0.422266992	0.6697	32	0.976152535	0.482799509	0.182503128	0.3712339	0.773540656	0.925611472	0.976152535	0.990394052	0.990394052	0.995185798	0.995185798	0.995185798
oxidative phosphorylation(GO:0006119)	29	24	0.7624	0.318125878	0.8269	24	0.982071285	0.398585737	0.048305765	0.419311652	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
oxidative stress response(GO:0006979)	16	13	0.6829	0.223909291	0.9238	13	0.990256407	0.325096821	0.222864843	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
"oxidoreductase, acting on CH-OH group of donors(GO:0016614)"	55	50	0.6237	0.345967926	0.7868	50	0.962939656	0.43581628	0.093153699	0.302226081	0.669139496	0.886080885	0.962939656	0.985011079	0.985011079	0.99247781	0.99247781	0.99247781
"oxidoreductase, acting on diphenols and related substances as donors(GO:0016679)"	8	7	0.4453	0.515550675	0.5534	7	0.994743967	0.534939759	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"oxidoreductase, acting on diphenols and related substances as donors, cytochrome as acceptor(GO:0016681)"	8	7	0.4453	0.515550675	0.5534	7	0.994743967	0.534939759	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"oxidoreductase, acting on heme group of donors(GO:0016675)"	18	16	0.4314	0.55912239	0.4961	16	0.988018709	0.562763912	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
"oxidoreductase, acting on heme group of donors, oxygen as acceptor(GO:0016676)"	18	16	0.4314	0.55912239	0.4961	16	0.988018709	0.562763912	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
"oxidoreductase, acting on NADH or NADPH(GO:0016651)"	60	49	0.5626	0.456807631	0.6329	49	0.96366993	0.497967844	0.148422285	0.168990481	0.674558044	0.888234834	0.96366993	0.985309748	0.985309748	0.992628253	0.992628253	0.992628253
"oxidoreductase, acting on NADH or NADPH, disulfide as acceptor(GO:0016654)"	5	4	0.7776	0.540803592	0.509	4	0.996993839	0.45002258	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"oxidoreductase, acting on NADH or NADPH, NAD or NADP as acceptor(GO:0016652)"	8	6	0.4314	0.421693227	0.6697	6	0.995493473	0.582116147	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
"oxidoreductase, acting on NADH or NADPH, other acceptor(GO:0016659)"	32	27	0.6095	0.423601055	0.6697	27	0.979848399	0.47028645	0.195830279	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
"oxidoreductase, acting on NADH or NADPH, quinone or similar compound as acceptor(GO:0016655)"	45	37	0.5471	0.471610426	0.6041	37	0.972467833	0.499047308	0.171119353	0.261514512	0.743035779	0.914468048	0.972467833	0.98889731	0.98889731	0.994433579	0.994433579	0.994433579
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(GO:0016706)"	12	8	0.3726	0.752837191	0.2886	8	0.993994913	0.610182256	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, miscellaneous(GO:0016718)"	7	6	0.4742	1.128374532	0.1062	6	0.995493473	0.678964011	0.061459386	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen(GO:0016709)"	4	4	0.2311	1.36537161	0.0534	4	0.996993839	0.534359476	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen(GO:0016712)"	11	11	0.5933	0.393973525	0.7111	11	0.991750457	0.500273988	0.298684462	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
"oxidoreductase, acting on peroxide as acceptor(GO:0016684)"	22	19	0.7776	0.295122263	0.8541	19	0.985785058	0.385628752	0.238554987	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
"oxidoreductase, acting on single donors with incorporation of molecular oxygen(GO:0016701)"	48	41	0.4314	0.486955619	0.5932	41	0.969528089	0.539505845	0.048280407	0.253299269	0.719484489	0.905643995	0.969528089	0.987700732	0.987700732	0.993831804	0.993831804	0.993831804
"oxidoreductase, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702)"	18	13	0.2783	0.327251188	0.8145	13	0.990256407	0.530449201	0.013299797	0.299541278	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
"oxidoreductase, acting on the aldehyde or oxo group of donors(GO:0016903)"	26	15	0.4314	0.374049954	0.7412	15	0.988764159	0.463791717	0.243696767	0.321569956	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
"oxidoreductase, acting on the aldehyde or oxo group of donors, disulfide as acceptor(GO:0016624)"	5	5	0.3726	0.440847764	0.6454	5	0.99624343	0.531616983	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
"oxidoreductase, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor(GO:0016620)"	20	9	0.4593	0.333647653	0.8009	9	0.99324631	0.415687456	0.335902579	0.239543964	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
"oxidoreductase, acting on the CH-CH group of donors(GO:0016627)"	23	18	0.4453	0.408623704	0.6953	18	0.986529159	0.527840633	0.213047558	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
"oxidoreductase, acting on the CH-CH group of donors, other acceptors(GO:0016637)"	14	11	0.5771	0.358644891	0.7725	11	0.991750457	0.498082087	0.117713351	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
"oxidoreductase, acting on the CH-CH group of donors, oxygen as acceptor(GO:0016634)"	7	4	0.4089	0.452133647	0.6329	4	0.996993839	0.456495559	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"oxidoreductase, acting on the CH-NH group of donors(GO:0016645)"	11	10	0.7464	0.415951612	0.6845	10	0.992498158	0.474868163	0.143009978	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
"oxidoreductase, acting on the CH-NH group of donors, NAD or NADP as acceptor(GO:0016646)"	7	6	0.6237	0.513088026	0.5534	6	0.995493473	0.56768559	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
"oxidoreductase, acting on the CH-NH2 group of donors(GO:0016638)"	12	11	0.5626	0.296055522	0.8541	11	0.991750457	0.463655543	0.278262899	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
"oxidoreductase, acting on the CH-NH2 group of donors, oxygen as acceptor(GO:0016641)"	7	6	0.864	0.2268135	0.9238	6	0.995493473	0.344902876	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
"oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	54	49	0.6237	0.315370044	0.8269	49	0.96366993	0.431825352	0.099608238	0.307120215	0.674558044	0.888234834	0.96366993	0.985309748	0.985309748	0.992628253	0.992628253	0.992628253
oxidoreduction coenzyme metabolism(GO:0006733)	11	10	0.8523	0.297819427	0.8541	10	0.992498158	0.355883682	0.143009978	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
